name,base_model,stage,category,instruction,language,source,task_id
Multilingual Convex Conjecture Scale 3,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.11, 0.55, 0.45, 0.84] lan x2=[0.1, 0.49, 0.15, 0.32], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_003
Multilingual Convex Conjecture Scale 4,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.48, 0.38, 0.39, 0.46] lan x2=[0.79, 0.89, 0.96, 0.79], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_004
Multilingual Convex Conjecture Scale 5,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.94, 0.81, 0.08, 0.28] lan x2=[0.93, 0.25, 0.78, 0.83], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_005
Multilingual Convex Conjecture Scale 6,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.66, 0.9, 0.64, 0.61] lan x2=[0.07, 0.52, 0.15, 0.74], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_006
Multilingual Convex Conjecture Scale 7,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.44, 0.05, 0.04, 0.75] lan x2=[0.66, 0.8, 0.11, 0.04], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_007
Multilingual Convex Conjecture Scale 8,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.39, 0.46, 0.99, 0.97] lan x2=[0.94, 0.78, 0.35, 0.41], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_008
Multilingual Convex Conjecture Scale 9,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.66, 0.76, 0.27, 0.02] lan x2=[0.08, 0.97, 0.3, 0.77], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_009
Multilingual Convex Conjecture Scale 10,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.98, 0.67, 0.01, 0.26] lan x2=[0.26, 0.07, 0.96, 0.48], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_010
Multilingual Convex Conjecture Scale 11,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.97, 0.8, 0.29, 0.98] lan x2=[0.6, 0.58, 0.75, 0.81], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_011
Multilingual Convex Conjecture Scale 12,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.13, 0.34, 0.93, 0.22] lan x2=[0.37, 0.43, 0.44, 0.61], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_012
Multilingual Convex Conjecture Scale 13,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.27, 0.93, 0.68, 0.5] lan x2=[0.01, 0.99, 0.67, 0.32], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_013
Multilingual Convex Conjecture Scale 14,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.85, 0.92, 0.25, 0.76] lan x2=[0.46, 0.84, 0.73, 0.78], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_014
Multilingual Convex Conjecture Scale 15,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.32, 0.75, 0.27, 0.54] lan x2=[0.73, 0.11, 0.69, 0.09], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_015
Multilingual Convex Conjecture Scale 16,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.21, 0.51, 0.84, 0.73] lan x2=[0.54, 0.59, 0.51, 0.3], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_016
Multilingual Convex Conjecture Scale 17,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.15, 0.09, 0.58, 0.88] lan x2=[0.43, 0.16, 0.56, 0.81], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.25. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_017
Multilingual Convex Conjecture Scale 18,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.88, 0.28, 0.19, 0.88] lan x2=[0.66, 0.31, 0.74, 0.82], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_018
Multilingual Convex Conjecture Scale 19,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.19, 0.36, 0.78, 0.55] lan x2=[0.01, 0.76, 0.04, 0.75], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_019
Multilingual Convex Conjecture Scale 20,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.75, 0.76, 0.68, 0.76] lan x2=[0.84, 0.47, 0.5, 0.12], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.75. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_020
Multilingual Convex Conjecture Scale 21,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.45, 0.72, 0.89, 0.59] lan x2=[0.39, 0.41, 0.7, 0.0], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_021
Multilingual Convex Conjecture Scale 22,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.17, 0.18, 0.39, 0.4] lan x2=[0.87, 0.51, 0.72, 0.1], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_022
Multilingual Convex Conjecture Scale 23,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.56, 0.56, 0.6, 0.68] lan x2=[0.8, 0.27, 0.83, 0.5], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_023
Multilingual Convex Conjecture Scale 24,Qwen/Qwen3.8-27B,mid_training,convex_conjecture,"Diparingi state x1=[0.15, 0.7, 0.75, 0.98] lan x2=[0.21, 0.83, 0.52, 0.37], buktikake ketaksamaan konveks kanggo fungsi interoperabilitas I(x) nggunakake nilai lambda=0.5. Etung residual konveksitas R_convex.",jawa,synthetic,mid_training_jawa_scale24_convex_conjecture_024
Multilingual Trajectory Analysis Scale 1,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_001
Multilingual Trajectory Analysis Scale 2,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_002
Multilingual Trajectory Analysis Scale 3,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_003
Multilingual Trajectory Analysis Scale 4,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_004
Multilingual Trajectory Analysis Scale 5,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_005
Multilingual Trajectory Analysis Scale 6,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_006
Multilingual Trajectory Analysis Scale 7,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_007
Multilingual Trajectory Analysis Scale 8,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_008
Multilingual Trajectory Analysis Scale 9,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_009
Multilingual Trajectory Analysis Scale 10,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_010
Multilingual Trajectory Analysis Scale 11,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_011
Multilingual Trajectory Analysis Scale 12,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_012
Multilingual Trajectory Analysis Scale 13,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_013
Multilingual Trajectory Analysis Scale 14,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_014
Multilingual Trajectory Analysis Scale 15,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_015
Multilingual Trajectory Analysis Scale 16,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_016
Multilingual Trajectory Analysis Scale 17,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_017
Multilingual Trajectory Analysis Scale 18,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_018
Multilingual Trajectory Analysis Scale 19,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_019
Multilingual Trajectory Analysis Scale 20,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_020
Multilingual Trajectory Analysis Scale 21,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_021
Multilingual Trajectory Analysis Scale 22,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_022
Multilingual Trajectory Analysis Scale 23,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_023
Multilingual Trajectory Analysis Scale 24,Qwen/Qwen3.8-27B,mid_training,trajectory_analysis,"Teliti lintasan kahanan sistem x(t) = [G(t), O(t), W(t), Q(t)] ing t=[0,1]. Kanthi metodologi next-token prediction, sudaake loss lan etung sensitivitas transisi kahanan.",jawa,synthetic,mid_training_jawa_scale24_trajectory_analysis_024
Multilingual Robustness Scale 1,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_001
Multilingual Robustness Scale 2,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_002
Multilingual Robustness Scale 3,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_003
Multilingual Robustness Scale 4,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_004
Multilingual Robustness Scale 5,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_005
Multilingual Robustness Scale 6,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_006
Multilingual Robustness Scale 7,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_007
Multilingual Robustness Scale 8,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_008
Multilingual Robustness Scale 9,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_009
Multilingual Robustness Scale 10,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_010
Multilingual Robustness Scale 11,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_011
Multilingual Robustness Scale 12,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_012
Multilingual Robustness Scale 13,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_013
Multilingual Robustness Scale 14,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_014
Multilingual Robustness Scale 15,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_015
Multilingual Robustness Scale 16,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_016
Multilingual Robustness Scale 17,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_017
Multilingual Robustness Scale 18,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_018
Multilingual Robustness Scale 19,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_019
Multilingual Robustness Scale 20,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_020
Multilingual Robustness Scale 21,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_021
Multilingual Robustness Scale 22,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_022
Multilingual Robustness Scale 23,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_023
Multilingual Robustness Scale 24,Qwen/Qwen3.8-27B,mid_training,robustness,Uji ketahanan matematis kahanan sistem nalika ana gangguan x_perturbed = x + delta. Etung variasi loss kanggo kahanan wates.,jawa,synthetic,mid_training_jawa_scale24_robustness_024
Multilingual Recursive Learning Scale 1,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_001
Multilingual Recursive Learning Scale 2,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_002
Multilingual Recursive Learning Scale 3,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_003
Multilingual Recursive Learning Scale 4,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_004
Multilingual Recursive Learning Scale 5,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_005
Multilingual Recursive Learning Scale 6,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_006
Multilingual Recursive Learning Scale 7,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_007
Multilingual Recursive Learning Scale 8,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_008
Multilingual Recursive Learning Scale 9,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_009
Multilingual Recursive Learning Scale 10,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_010
Multilingual Recursive Learning Scale 11,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_011
Multilingual Recursive Learning Scale 12,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_012
Multilingual Recursive Learning Scale 13,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_013
Multilingual Recursive Learning Scale 14,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_014
Multilingual Recursive Learning Scale 15,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_015
Multilingual Recursive Learning Scale 16,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_016
Multilingual Recursive Learning Scale 17,Qwen/Qwen3.8-27B,mid_training,recursive_learning,"Lakokake iterasi sinau rekursif ing jalur lintasan. Temokake panyimpangan pola, etung loss, lan gawe data korektif.",jawa,synthetic,mid_training_jawa_scale24_recursive_learning_017
