id_umkm,nama_usaha,jenis_usaha,omset,aset,status_legalitas,is_aligned
288211657,UD. Yusuf Lestari,Perdagangan,36855577,6628919,Belum Terdaftar,0
288211658,UD. Syana Cendana,Perdagangan,34351298,9140476,Terdaftar,1
288211659,UD. Novi Anggrek,Pendidikan,43404191,5787819,Terdaftar,1
288211660,UD. Reza Makmur,Kesehatan,2783981,9558409,Belum Terdaftar,0
288211661,UD. Opik Utama,Perdagangan,22432155,4547793,Belum Terdaftar,0
288211662,UD. Lando Santosa,Jasa,36107684,2815784,Terdaftar,1
288211663,UD. Wesly Pramudita Koko,Pendidikan,2504409,9352546,Belum Terdaftar,0
288211664,UD. Olla Radhitya,Pendidikan,4541158,8675619,Belum Terdaftar,0
288211665,UD. Chintya Ananta,Kesehatan,46892030,8926629,Belum Terdaftar,0
288211666,UD. Kurnia Wirawati Qory,Jasa,25383888,5402337,Belum Terdaftar,0
288211667,UD. Qais Trisakti,Pendidikan,20454067,660992,Belum Terdaftar,0
288211668,UD. Zainab Berkarya,Pendidikan,37840547,,Terdaftar,1
288211669,UD. Vidi Agung,Kesehatan,36981345,9366643,Belum Terdaftar,0
288211670,UD. Khalid Adiwarna,Jasa,9093202,5055201,Terdaftar,1
288211671,UD. Pandu Sasmita,Perdagangan,30460895,9522342,Terdaftar,1
288211672,UD. Putra Kelana,Pendidikan,44522865,4694614,Terdaftar,1
288211673,UD. Vino Winata,Jasa,18465941,2742763,Belum Terdaftar,0
288211674,UD. Krisna Sudharmo,Jasa,28260853,6616623,Terdaftar,1
288211675,UD. Bela Manik,Kesehatan,27648953,550654,Belum Terdaftar,0
288211676,UD. Uci Prima,Kesehatan,49445521,8421914,Belum Terdaftar,0
288211677,UD. Rangga Lempung,Perdagangan,36029874,4421241,Terdaftar,1
288211678,UD. Oki Trisaktiatma,Perdagangan,14543255,4235806,Belum Terdaftar,0
288211679,UD. Via Manik Anang,Pendidikan,46927168,2544032,Belum Terdaftar,0
288211680,UD. Putri Trijaya,Pendidikan,47091752,5235326,Belum Terdaftar,0
288211681,UD. Karla Binasena,Perdagangan,20729729,7100787,Belum Terdaftar,0
288211682,UD. Joko Arya Mika,Kesehatan,31272231,7609988,Belum Terdaftar,0
288211683,UD. Vita Asih,Pendidikan,37052993,9162138,,0
288211684,UD. Indah Santosa,Perdagangan,13314300,1912402,Terdaftar,1
288211685,UD. Kurnia Agastya Bela,Pendidikan,18585857,5311936,Belum Terdaftar,0
288211686,UD. Yora Arya,Jasa,1167254,3918626,Terdaftar,1
288211687,UD. Udin Kencana,Kesehatan,15663584,5556059,Terdaftar,1
288211688,UD. Utami Lintang,Pendidikan,29161953,3988210,Terdaftar,1
288211689,UD. Anis Ananta,Jasa,43925855,1313433,unknown,0
288211690,UD. Lana Hilir,Kesehatan,28145986,5996935,Belum Terdaftar,0
288211691,UD. Kanza Pagi,Perdagangan,47805786,4069119,Terdaftar,1
288211692,UD. Tama Lingga,Jasa,9096971,521034,Belum Terdaftar,0
288211693,UD. Nando Wisesa,Perdagangan,31436359,8371278,Belum Terdaftar,0
288211694,UD. Zidan Senopati,Perdagangan,38326611,7763460,Terdaftar,1
288211695,UD. Uti Kusen Rangga,Pendidikan,11102032,2038565,Terdaftar,1
288211696,UD. Valen Citra,Kesehatan,42160300,7075291,Belum Terdaftar,0
288211697,UD. Ovan Bratadikara,Kesehatan,42847072,8222403,Terdaftar,1
288211698,UD. Owen Puri,Pendidikan,13833078,3682500,Terdaftar,1
288211699,UD. Khalid Persada,Pendidikan,38193930,5693077,Belum Terdaftar,0
288211700,UD. Ziva Sumringah,Pendidikan,5499784,9199339,Terdaftar,1
288211701,UD. Viera Ananta,Perdagangan,42568353,1830973,Terdaftar,1
288211702,UD. Ojan Senja,Kesehatan,31196075,6699396,Belum Terdaftar,0
288211703,UD. Zulfa Jati,Perdagangan,39737912,5916829,Belum Terdaftar,0
288211704,UD. Dea Nirbayu,Pendidikan,7374890,8071675,Terdaftar,1
288211705,UD. Teguh Pagi,Pendidikan,41400783,9169321,Terdaftar,1
288211706,UD. Qyla Haji,Jasa,44557183,5495351,Terdaftar,1
288211707,UD. Yola Jagadmaya,Kesehatan,16387735,6850387,Belum Terdaftar,0
288211708,UD. Amir Panji,Kesehatan,34107312,9209201,Terdaftar,1
288211709,UD. Anisa Tejakencana,Jasa,38554361,8100451,Terdaftar,1
288211710,UD. Okta Nirwasita,Jasa,22832274,5116620,Belum Terdaftar,0
288211711,UD. Riyan Nirwana,Jasa,29791398,6737557,Belum Terdaftar,0
288211712,UD. Qanita Wetan,Jasa,49159070,9141017,Terdaftar,1
288211713,UD. Via Bratadikara,Perdagangan,16961437,6288118,Terdaftar,1
288211714,UD. Dea Wiyata,Jasa,4229190,3636794,Belum Terdaftar,0
288211715,UD. Dewi Satriya,Jasa,5172218,4571363,Belum Terdaftar,0
288211716,UD. Monica Agung,Jasa,6905516,1078316,Belum Terdaftar,0
288211717,UD. Jordi Mandiri,Jasa,37004666,5407594,Terdaftar,1
288211718,UD. Hendra Widuri,Perdagangan,37782065,7633330,Belum Terdaftar,0
288211719,UD. Sella Wirawati,Pendidikan,39997361,1997248,Belum Terdaftar,0
288211720,UD. Berlian Buana,Kesehatan,4873538,5530605,Terdaftar,1
288211721,UD. Verdi Suryaatmaja,,12255269,8682316,Belum Terdaftar,0
288211722,UD. Lono Suryaatmaja,Jasa,10621615,4979287,Terdaftar,1
288211723,UD. Lutfi Tejakencana,Pendidikan,26864477,8846925,Belum Terdaftar,0
288211724,UD. Monica Jayabaya,Pendidikan,19463483,8157185,Belum Terdaftar,0
288211725,UD. Ulfa Saputrautama,Pendidikan,25144265,1585202,Terdaftar,1
288211726,UD. Habib Sulaksana,Perdagangan,41371297,4788929,Belum Terdaftar,0
288211727,UD. Lukita Sanjaya,Pendidikan,32218188,3458526,Terdaftar,1
288211728,UD. Gani Panuluh,Pendidikan,34624230,7068005,Belum Terdaftar,0
288211729,UD. Kanza Buana,Jasa,23787660,1822495,Terdaftar,1
288211730,UD. Fikra Mega Wenda,Jasa,47703896,9998492,Belum Terdaftar,0
288211731,UD. Juni Jayawarsa Qasya,Perdagangan,24681249,9103441,Terdaftar,1
288211732,UD. Dito Prima,Jasa,35815293,1066080,Terdaftar,1
288211733,UD. Aldo Arsana Ida,Kesehatan,,6273612,Terdaftar,1
288211734,UD. Jafar Abadi,Kesehatan,19134433,5610813,Terdaftar,1
288211735,UD. Rafa Luhur,Perdagangan,33364878,3134830,Terdaftar,1
288211736,UD. Qasya Wicaksana,Pendidikan,16394306,1496598,Belum Terdaftar,0
288211737,UD. Khayla Darma,Perdagangan,14451699,3865180,Belum Terdaftar,0
288211738,UD. Fauzan Kulon,Perdagangan,4324154,1671676,Terdaftar,1
288211739,UD. Bayu Mahkota,Perdagangan,19751317,6627034,Belum Terdaftar,0
288211740,UD. Galang Utamajaya,Jasa,29099681,4084129,Belum Terdaftar,0
288211741,UD. Bayu Mardika,Pendidikan,48501636,2291133,Terdaftar,1
288211742,UD. Hana Senopati,Pendidikan,31400981,2485709,Belum Terdaftar,0
288211743,UD. Chiko Wiratama,Pendidikan,39686523,8709142,Belum Terdaftar,0
288211744,UD. Tama Ilir Aqila,Perdagangan,22872284,2486627,Belum Terdaftar,0
288211745,UD. Tiara Radhitya,Kesehatan,4751777,8768243,Terdaftar,1
288211746,UD. Eren Jatiwangi,Perdagangan,33897539,4723560,Terdaftar,1
288211747,UD. Berlian Hilir Isna,Perdagangan,38947893,1310552,Terdaftar,1
288211748,UD. Wahyu Karang,Perdagangan,23232051,7434067,Belum Terdaftar,0
288211749,UD. Willy Rejo,Pendidikan,15859544,9794139,Terdaftar,1
288211750,UD. Bella Jatinagara,Pendidikan,49612603,3907994,Terdaftar,1
288211751,UD. Cici Ratu Yoga,Perdagangan,12393457,,Belum Terdaftar,0
288211752,UD. Zahra Senja,Jasa,13881150,9975824,Terdaftar,1
288211753,UD. Andi Baswara,Pendidikan,14251990,2152697,Belum Terdaftar,0
288211754,UD. Santi Lestari,Jasa,16347553,6589830,Terdaftar,1
288211755,UD. Odie Jaladara Lono,Pendidikan,26288683,9615275,Belum Terdaftar,0
288211756,UD. Tiara Wangi,Perdagangan,28122836,4054196,Belum Terdaftar,0
288211757,UD. Hanafi Satriya,Kesehatan,38038187,8222295,Belum Terdaftar,0
288211758,UD. Lukman Madani,Perdagangan,45392797,6062231,Terdaftar,1
288211759,UD. Wulan Jagadmaya,Perdagangan,11558775,2620342,Belum Terdaftar,0
288211760,UD. Miko Tejakusuma,Pendidikan,48707726,1357046,Terdaftar,1
288211761,UD. Wenda Prawira,Jasa,38903570,8508240,Terdaftar,1
288211762,UD. Prananda Abdi,Perdagangan,46007024,4997223,Terdaftar,1
288211763,UD. Eddy Adyatma,Kesehatan,11399713,9206202,Belum Terdaftar,0
288211764,UD. Made Prana Utami,Kesehatan,30257590,556783,Belum Terdaftar,0
288211765,UD. Rafif Jayeng,Perdagangan,37777805,569876,Terdaftar,1
288211766,UD. Khalid Atma,Jasa,27494531,5358908,Terdaftar,1
288211767,UD. Qanita Bahagia,Perdagangan,47145822,897510,Belum Terdaftar,0
288211768,UD. Lina Sudarsana,Perdagangan,17972077,4643156,Belum Terdaftar,0
288211769,UD. Qayla Sasmita,Kesehatan,8722954,853372,Belum Terdaftar,0
288211770,UD. Ucup Malam,Pendidikan,17642987,1895928,Terdaftar,1
288211771,UD. Rafa Selaras Alya,Jasa,29589356,7864195,Terdaftar,1
288211772,UD. Silvi Jayeng,Perdagangan,9819632,3552655,Terdaftar,1
288211773,UD. Harun Mandala,Pendidikan,43555087,5498591,Terdaftar,1
288211774,UD. Silvi Tejakencana,Jasa,4086776,9921914,Terdaftar,1
288211775,UD. Vino Wicaksana,Pendidikan,,2150326,Terdaftar,1
288211776,UD. Zidan Sasmita,Pendidikan,34843365,6770267,Belum Terdaftar,0
288211777,UD. Yumna Mandala,Kesehatan,42584901,4204093,Terdaftar,1
288211778,UD. Yaniar Adiwarna Satria,Jasa,3604881,1203279,Terdaftar,1
288211779,UD. Mila Cempaka,Jasa,38743092,6567151,Belum Terdaftar,0
288211780,UD. Tasya Kinarya,Jasa,32782616,4681254,Terdaftar,1
288211781,UD. Khayla Selaras,Kesehatan,28798423,5641590,Belum Terdaftar,0
288211782,UD. Guntur Jayengprana,Kesehatan,5393907,4657157,Belum Terdaftar,0
288211783,UD. Obed Abadi,Kesehatan,47325542,3631166,Terdaftar,1
288211784,UD. Pasha Lempung,Perdagangan,34804398,8648085,Terdaftar,1
288211785,UD. Valen Anindita Silvi,Perdagangan,22341256,3983666,Terdaftar,1
288211786,UD. Bella Ratu,Pendidikan,38095009,9187667,Belum Terdaftar,0
288211787,UD. Niken Prajurit,Pendidikan,13613025,2493454,Terdaftar,1
288211788,UD. Delia Raharja,Perdagangan,49167294,1099545,Terdaftar,1
288211789,UD. Panji Cahyaningrat,Kesehatan,31161959,2512995,,0
288211790,UD. Jojo Purnama,Pendidikan,16744247,3870117,Belum Terdaftar,0
288211791,UD. Gracia Harmoni,Jasa,22329063,9345786,Terdaftar,1
288211792,UD. Abdi Saputra,Jasa,40886628,1740563,Belum Terdaftar,0
288211793,UD. Bayu Sangkala,Jasa,36391101,2791829,Belum Terdaftar,0
288211794,UD. Qanitah Maheswara,Kesehatan,1570863,7478187,Belum Terdaftar,0
288211795,UD. Ulil Darma,Pendidikan,33920330,9447852,Belum Terdaftar,0
288211796,UD. Juni Mulyo Iman,Pendidikan,27222285,9114395,Terdaftar,1
288211797,UD. Nando Sunardi,Jasa,4391290,3068219,Belum Terdaftar,0
288211798,UD. Bagir Abadi,Pendidikan,17101273,5154253,Belum Terdaftar,0
288211799,UD. Nando Binasena,Kesehatan,39969083,1033293,Belum Terdaftar,0
288211800,UD. Sella Trijaya,Pendidikan,26070363,2331669,Belum Terdaftar,0
288211801,UD. Bella Puri,Pendidikan,2273555,9314787,Belum Terdaftar,0
288211802,UD. Wira Bima,Pendidikan,21228863,1489767,Belum Terdaftar,0
288211803,UD. Poppy Nirmala,Kesehatan,12027006,3100544,Belum Terdaftar,0
288211804,UD. Deni Pramana Yumna,Kesehatan,19271420,9585567,Belum Terdaftar,0
288211805,UD. Ulil Saputrautama,Perdagangan,12957578,9064180,Belum Terdaftar,0
288211806,UD. Reza Arsana,Kesehatan,10875609,9978052,Terdaftar,1
288211807,UD. Ulil Atma,Perdagangan,15194326,4728134,Terdaftar,1
288211808,UD. Joko Berkarya,Jasa,20978174,9150434,Terdaftar,1
288211809,UD. Cipta Madani Olla,Jasa,3451090,5725618,Terdaftar,1
288211810,UD. Umi Mega,Pendidikan,43917009,5600311,Terdaftar,1
288211811,UD. Qanita Wira,Pendidikan,38519506,2550823,Belum Terdaftar,0
288211812,UD. Cinta Santosa,Perdagangan,24570150,7229159,Terdaftar,1
288211813,UD. Iman Wiraatmaja,Perdagangan,21171495,5791436,Belum Terdaftar,0
288211814,UD. Diyan Karya,Jasa,3957582,2010529,Terdaftar,1
288211815,UD. Yayan Tirta,Kesehatan,16581199,9781858,Belum Terdaftar,0
288211816,UD. Zidan Mega Kamil,Jasa,16862675,2996016,Belum Terdaftar,0
288211817,UD. Salsa Nirmala,Jasa,27594815,1164101,Terdaftar,1
288211818,UD. Anis Swargaloka,Pendidikan,43799250,7673176,Belum Terdaftar,0
288211819,UD. Yaniar Nawasena,Kesehatan,48184842,9156733,Belum Terdaftar,0
288211820,UD. Thariq Sukadarma,Pendidikan,1825798,6371054,Terdaftar,1
288211821,UD. Vina Bersemi,Perdagangan,34250706,5684861,Terdaftar,1
288211822,UD. Ghani Sulaksana,Jasa,17350551,3114550,Belum Terdaftar,0
288211823,UD. Elva Hilir,Jasa,20017651,8350746,Belum Terdaftar,0
288211824,UD. Inten Saputrautama,Pendidikan,10115311,3403559,Terdaftar,1
288211825,UD. Cakra Puri,Kesehatan,37275207,6267111,Belum Terdaftar,0
288211826,UD. Mirna Widjaja,Jasa,25391729,2486991,unknown,0
288211827,UD. Erni Prima,Pendidikan,8431868,8711808,Terdaftar,1
288211828,UD. Karla Senja,Perdagangan,46989463,8587626,Terdaftar,1
288211829,UD. Ulya Wiratama,Pendidikan,6063881,8584330,Belum Terdaftar,0
288211830,UD. Kamil Adyatma,Kesehatan,30602225,4813330,Belum Terdaftar,0
288211831,UD. Olla Sumringah,Pendidikan,25751510,6340242,Terdaftar,1
288211832,UD. Jaya Abadi,Pendidikan,47835640,3031608,Terdaftar,1
288211833,UD. Isna Jatinagara,Pendidikan,16425376,9216809,Terdaftar,1
288211834,UD. Sella Tunggal,Pendidikan,18311901,9172659,Belum Terdaftar,0
288211835,UD. Santi Pusaka,,29978076,1400962,Belum Terdaftar,0
288211836,UD. Fira Gemilang,Perdagangan,39518244,7882840,Terdaftar,1
288211837,UD. Habib Atma,Perdagangan,44231804,4830541,Belum Terdaftar,0
288211838,UD. Jihan Baswara,Pendidikan,10391650,2375822,Terdaftar,1
288211839,UD. Zera Wicaksana,Kesehatan,33882056,3746583,Belum Terdaftar,0
288211840,UD. Andi Asa,Jasa,19208711,3395079,Belum Terdaftar,0
288211841,UD. Delia Wijapranata,Perdagangan,46499759,2965837,Belum Terdaftar,0
288211842,UD. Tono Baru,Jasa,6042552,672986,Terdaftar,1
288211843,UD. Juni Putra,Kesehatan,45528447,3006173,Terdaftar,1
288211844,UD. Teguh Nusa,Jasa,44420018,6777581,Belum Terdaftar,0
288211845,UD. Priska Kusuma,Pendidikan,43387565,7697116,Belum Terdaftar,0
288211846,UD. Balqis Adiwangsa,Jasa,29269558,9315570,Belum Terdaftar,0
288211847,UD. Willy Wijaksana,Pendidikan,33631077,9366567,Belum Terdaftar,0
288211848,UD. Jihan Warna,Kesehatan,3420697,2135470,Belum Terdaftar,0
288211849,UD. Citra Tejakusuma,Kesehatan,42945418,3300894,Terdaftar,1
288211850,UD. Hilmi Sumirat,Kesehatan,39545831,5047200,Belum Terdaftar,0
288211851,UD. Dani Kusen,Pendidikan,26794838,5116416,Belum Terdaftar,0
288211852,UD. Qira Sunardi,Pendidikan,49408799,2377108,Terdaftar,1
288211853,UD. Gerry Swargaloka Hesti,Jasa,15633132,953025,Belum Terdaftar,0
288211854,UD. Raka Taruna,Perdagangan,40046272,6005411,Terdaftar,1
288211855,UD. Mario Kencana,Perdagangan,45162992,4435056,Terdaftar,1
288211856,UD. Alya Cahaya,Kesehatan,49824565,8560664,Terdaftar,1
288211857,UD. Sani Rejo,Perdagangan,21658696,4588757,Belum Terdaftar,0
288211858,UD. Balqis Jayengpati,Pendidikan,40540891,4573004,Terdaftar,1
288211859,UD. Alvino Anggrek,Pendidikan,32605344,8976260,Belum Terdaftar,0
288211860,UD. Yusuf Naraya,Jasa,22217631,3920569,Belum Terdaftar,0
288211861,UD. Fitri Alam,Kesehatan,43118791,7630790,Belum Terdaftar,0
288211862,UD. Fatimah Panuluh,Jasa,14820196,9700412,Terdaftar,1
288211863,UD. Rian Gunawan,Kesehatan,34955537,9864850,Terdaftar,1
288211864,UD. Damar Pelangi,Pendidikan,32821254,1991387,Belum Terdaftar,0
288211865,UD. Kanza Widjaja Tania,Perdagangan,45825873,4072057,Belum Terdaftar,0
288211866,UD. Febri Sasmita Silvi,Pendidikan,17626379,9085537,Terdaftar,1
288211867,UD. Fanny Senopati,Kesehatan,2367491,7901453,Belum Terdaftar,0
288211868,UD. Salwa Atma,Kesehatan,34583180,8677355,Terdaftar,1
288211869,UD. Alya Maju,Kesehatan,16683115,1392558,Belum Terdaftar,0
288211870,UD. Ilmi Luhur,Kesehatan,17723636,615458,Belum Terdaftar,0
288211871,UD. Bella Asa,Perdagangan,6835964,5045364,Terdaftar,1
288211872,UD. Ciko Panji Alif,Kesehatan,13699416,7848345,Terdaftar,1
288211873,UD. Pandu Sari,Jasa,37336198,4194602,Belum Terdaftar,0
288211874,UD. Nara Bahagia Xenia,Pendidikan,9249555,1735124,Terdaftar,1
288211875,UD. Ida Jati,Jasa,19573449,5310562,Belum Terdaftar,0
288211876,UD. Gita Nawasena,Perdagangan,33944714,9445137,Terdaftar,1
288211877,UD. Evan Radhitya,Kesehatan,34635219,9282043,Terdaftar,1
288211878,UD. Ulfa Adiwarna,Perdagangan,24754400,3524008,Terdaftar,1
288211879,UD. Tono Tirta Qila,Pendidikan,9217060,2456152,Terdaftar,1
288211880,UD. Qayla Selaras,Jasa,29024012,9723333,Belum Terdaftar,0
288211881,UD. Jibril Kamajaya,Pendidikan,45674954,6228674,Terdaftar,1
288211882,UD. Sani Lingga,Pendidikan,,3678926,Terdaftar,1
288211883,UD. Teguh Bijaksana,Jasa,4279333,1067329,Terdaftar,1
288211884,UD. Irma Adikara,Kesehatan,22357378,4263464,Belum Terdaftar,0
288211885,UD. Tiara Darma,Jasa,11602495,4431993,Terdaftar,1
288211886,UD. Hanafi Utamajaya,Perdagangan,37356033,3068466,Terdaftar,1
288211887,UD. Gilang Adikara Delia,Jasa,37246964,714425,Belum Terdaftar,0
288211888,UD. Sella Dharma,Perdagangan,39503561,5244365,Terdaftar,1
288211889,UD. Rafif Saputrautama Lukita,Perdagangan,7041605,8570455,Belum Terdaftar,0
288211890,UD. Cinta Tejakusuma,Perdagangan,20225812,4291113,Terdaftar,1
288211891,UD. Najwa Sumringah,Perdagangan,23973534,5321543,Terdaftar,1
288211892,UD. Utha Sidarta,Jasa,35483105,533209,Terdaftar,1
288211893,UD. Uci Abadi,Pendidikan,32935024,2504766,Terdaftar,1
288211894,UD. Aldo Suryaatmaja Budi,Kesehatan,35660094,3116775,Belum Terdaftar,0
288211895,UD. Tasya Sahaja,Kesehatan,14485855,7217929,Belum Terdaftar,0
288211896,UD. Ulfa Cinta,Jasa,2380636,3562830,Belum Terdaftar,0
288211897,UD. Krisna Wacana,Kesehatan,20929536,5697496,Belum Terdaftar,0
288211898,UD. Rangga Tirtaatmaja,Jasa,25869280,9423214,Terdaftar,1
288211899,UD. Harun Pamungkas,Perdagangan,48801061,3732952,Belum Terdaftar,0
288211900,UD. Bambang Bima,Kesehatan,38157985,3994786,Belum Terdaftar,0
288211901,UD. Cinta Kencana,Pendidikan,29115504,7712503,Terdaftar,1
288211902,UD. Mika Utamaindah Delia,Jasa,37503183,985974,Terdaftar,1
288211903,UD. Erni Naraya,Jasa,16529699,9218664,Terdaftar,1
288211904,UD. Wahyu Surapati,Perdagangan,42834195,1136924,Belum Terdaftar,0
288211905,UD. Pipit Jatinagara,Perdagangan,32476099,5060630,Terdaftar,1
288211906,UD. Utha Mayang,Jasa,36497278,6418364,Terdaftar,1
288211907,UD. Khalid Suryaputra,Pendidikan,31213316,3341895,Terdaftar,1
288211908,UD. Shinta Jatinagara,Perdagangan,46839311,7182626,Belum Terdaftar,0
288211909,UD. Bela Pramudita Khayla,Kesehatan,26264251,2602585,Terdaftar,1
288211910,UD. Jojo Jatinagara,Jasa,15884168,2029158,Belum Terdaftar,0
288211911,UD. Rendi Dwijaputra,Kesehatan,37223722,9733757,Belum Terdaftar,0
288211912,UD. Ulya Saprahan,Jasa,48900491,8633278,Terdaftar,1
288211913,UD. Fahmi Praja,Kesehatan,27005581,8812680,Belum Terdaftar,0
288211914,UD. Panji Bintang,Perdagangan,10612164,3918410,Terdaftar,1
288211915,UD. Tama Sundawa,Pendidikan,49660265,5442812,Terdaftar,1
288211916,UD. Elsa Galang,Kesehatan,35974993,9741602,Terdaftar,1
288211917,UD. Qanitah Ranggalawe,Pendidikan,10856839,8249608,unknown,0
288211918,UD. Oniel Kencana Salwa,Perdagangan,22551239,1619078,Terdaftar,1
288211919,UD. Kiki Elok,Pendidikan,48766851,3842988,Belum Terdaftar,0
288211920,UD. Juli Dharma,Perdagangan,37217202,4201600,Belum Terdaftar,0
288211921,UD. Elsa Cahaya Lintang,Kesehatan,15962841,6570867,Terdaftar,1
288211922,UD. Salsa Siang,Kesehatan,24799370,,Terdaftar,1
288211923,UD. Zain Satria,Perdagangan,38949856,6527626,Terdaftar,1
288211924,UD. Chiko Adikara,Pendidikan,17819221,4695152,Belum Terdaftar,0
288211925,UD. Pardi Widuri,Perdagangan,13800255,844003,Terdaftar,1
288211926,UD. Halim Paseban,Pendidikan,49141276,2357983,Belum Terdaftar,0
288211927,UD. Ari Luhur Erni,Kesehatan,43514048,5331053,Belum Terdaftar,0
288211928,UD. Lea Widuri Ilmi,Perdagangan,12624482,990490,Terdaftar,1
288211929,UD. Bayu Ceria,Perdagangan,23893751,6473397,Terdaftar,1
288211930,UD. Gerry Tri,Kesehatan,42755870,6519020,Terdaftar,1
288211931,UD. Joko Mardika,Perdagangan,26937021,7496288,Belum Terdaftar,0
288211932,UD. Zain Wira,Perdagangan,10559874,4955604,Terdaftar,1
288211933,UD. Yuli Buana,Pendidikan,41386178,6280607,Terdaftar,1
288211934,UD. Joko Baswara,Perdagangan,16706240,7890120,Terdaftar,1
288211935,UD. Nando Senopati Utami,Kesehatan,19567977,1616259,Belum Terdaftar,0
288211936,UD. Pasha Utama Widya,Pendidikan,21106809,3210303,Belum Terdaftar,0
288211937,UD. Zidanar Galuh,Perdagangan,29028759,5040400,Belum Terdaftar,0
288211938,UD. Rafi Tejakencana,Perdagangan,7167539,3043942,Terdaftar,1
288211939,UD. Salsa Binasena,Jasa,,1673548,Terdaftar,1
288211940,UD. Wawan Maju,Jasa,48941853,2110783,Terdaftar,1
288211941,UD. Ghani Sukarela Lana,Pendidikan,3185951,2569856,Belum Terdaftar,0
288211942,UD. Arman Jagadmaya,Pendidikan,48911775,6577197,Belum Terdaftar,0
288211943,UD. Farid Karang,Pendidikan,33716372,4832172,Belum Terdaftar,0
288211944,UD. Qira Winata,Jasa,43061247,585980,Terdaftar,1
288211945,UD. Nando Kamajaya,Jasa,36281359,2655953,Belum Terdaftar,0
288211946,UD. Lono Putri,Pendidikan,8517443,3722695,Belum Terdaftar,0
288211947,UD. Odie Trisaktiatma,Jasa,28808784,8128912,Terdaftar,1
288211948,UD. Ovan Senopati,Perdagangan,42923148,6900624,Terdaftar,1
288211949,UD. Hana Pagi,Kesehatan,13644706,9174861,Belum Terdaftar,0
288211950,UD. Syifa Satria,Kesehatan,1600999,2632992,Belum Terdaftar,0
288211951,UD. Vega Widjaja,Pendidikan,32180193,2648769,Belum Terdaftar,0
288211952,UD. Fauzan Gemilang Abel,Pendidikan,25015287,3174874,Terdaftar,1
288211953,UD. Ayesha Tri Qory,Jasa,unknown,5026528,Belum Terdaftar,0
288211954,UD. Lina Satria,Jasa,39300632,9923529,Belum Terdaftar,0
288211955,UD. Qila Jagadmaya,Perdagangan,2729831,1245442,Belum Terdaftar,0
288211956,UD. Zara Suryaputra,Pendidikan,41591325,4699153,Belum Terdaftar,0
288211957,UD. Tariq Jati,Jasa,9852108,3638834,Terdaftar,1
288211958,UD. Balqis Hilir,Perdagangan,17376471,2782380,Belum Terdaftar,0
288211959,UD. Taufan Ranggalawe,Jasa,45393607,3883318,Belum Terdaftar,0
288211960,UD. Widya Ayodya,Perdagangan,42880822,560481,Belum Terdaftar,0
288211961,UD. Farid Anggara,Jasa,37968657,1762677,Belum Terdaftar,0
288211962,UD. Aqila Satria,Kesehatan,12592582,2890727,Belum Terdaftar,0
288211963,UD. Jay Cahaya,Jasa,11465597,8689014,Terdaftar,1
288211964,UD. Fadli Kusen,Pendidikan,13387312,6787687,Terdaftar,1
288211965,UD. Abdi Sangkala,Perdagangan,2660461,8813688,Terdaftar,1
288211966,UD. Jihan Saprahan Chiko,Pendidikan,46391061,6245599,Terdaftar,1
288211967,UD. Alif Agastya,Pendidikan,16738054,9553322,Belum Terdaftar,0
288211968,UD. Gita Winata,Pendidikan,7060417,5177416,Terdaftar,1
288211969,UD. Harun Agastya Umi,Pendidikan,28794155,8530442,Terdaftar,1
288211970,UD. Putri Jati,Pendidikan,29647169,3140873,Belum Terdaftar,0
288211971,UD. Gracia Sukadarma,Kesehatan,7480924,8832273,Belum Terdaftar,0
288211972,UD. Ulil Sehat,Perdagangan,14992794,1292364,Belum Terdaftar,0
288211973,UD. Kurnia Asmaralaya,Perdagangan,39590393,1148888,Belum Terdaftar,0
288211974,UD. Kurnia Wijaksana,Kesehatan,48409082,8585585,Terdaftar,1
288211975,UD. Lina Pagi,Kesehatan,18312692,7775168,Belum Terdaftar,0
288211976,UD. Pipit Nirwasita Asep,Perdagangan,36852995,6628646,Belum Terdaftar,0
288211977,UD. Dito Wibawa,Jasa,38732668,7738940,Belum Terdaftar,0
288211978,UD. Wito Luhur,Kesehatan,23580551,3494575,Belum Terdaftar,0
288211979,UD. Qori Arsana,Jasa,4584611,4033764,Belum Terdaftar,0
288211980,UD. Agus Manunggal,Pendidikan,27464826,5562729,Belum Terdaftar,0
288211981,UD. Wulan Lestari,Perdagangan,1690577,2216222,Belum Terdaftar,0
288211982,UD. Winda Putra,Pendidikan,1677169,5522108,Belum Terdaftar,0
288211983,UD. Pipit Saputranegara,Perdagangan,3787157,1737404,Terdaftar,1
288211984,UD. Zulfa Panembahan,Pendidikan,9897260,4719139,Terdaftar,1
288211985,UD. Ovan Sangga,Kesehatan,31936266,533856,Belum Terdaftar,0
288211986,UD. Rafif Agastya Rizki,Kesehatan,38593503,9708795,Belum Terdaftar,0
288211987,UD. Lando Citra,Perdagangan,10846081,1430297,Terdaftar,1
288211988,UD. Budi Satria Baim,Pendidikan,39181441,4801954,Belum Terdaftar,0
288211989,UD. Qisha Jayengpati,Pendidikan,16417565,1490783,Belum Terdaftar,0
288211990,UD. Fatimah Jayawarsa,Perdagangan,44120791,975201,Terdaftar,1
288211991,UD. Ilham Kusuma Erni,,27599308,9533304,Terdaftar,1
288211992,UD. Okta Trisudira,Pendidikan,23394745,588888,Terdaftar,1
